2023-04-03 16:11:32 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-03 16:11:32 0 [Note] InnoDB: Uses event mutexes
2023-04-03 16:11:32 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-03 16:11:32 0 [Note] InnoDB: Number of pools: 1
2023-04-03 16:11:32 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-03 16:11:32 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2023-04-03 16:11:32 0 [Note] InnoDB: Completed initialization of buffer pool
2023-04-03 16:11:32 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2023-04-03 16:11:32 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 637730.
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 304920
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 304920
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 304876
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 304876
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 304832
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 304832
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 304788
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 304788
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 304744
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 304744
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 304700
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 304700
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 304656
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 304656
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 304596
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 304596
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 304552
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 304552
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 304508
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 304508
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 304464
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 304464
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 304420
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 304420
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 304376
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 304376
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 304332
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 304332
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 304288
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 304288
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 304244
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 304244
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 304200
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 304200
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 304156
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 304156
2023-04-03 16:11:32 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 304096
